Player,Shirt_Number,Player_Nation,Player_Position,Player_Age,Minutes_Played,Goals,Assists,Penalty_Kick_Scored,Penalty_Kick_Attempted,Shots,Shots_On_Targer,Yellow_Cards,Red_Cards,Touches,Tackles,Interceptions,Blocks,xG,npxG,xAG,SCA,GCA,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Progresive_Passes,Carries,Progresive_Carries,Dribbles_Attempted,Dribbles_Succesful,Passes_Completed,Passes_Attempted,Pass_Completion_Percentage,Total_Passing_Distance,Progressive_Passing_Distacne,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_Percentage,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_Percentage,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_Percentage,Assists,xAG,xA,KP,Final_Third,PPA,CrsPA,PrgP,Passes_Attempted,Live,Dead,FK,TB,Sw,Crosses,TI,CK,Crs_In,Crs_Out,Crs_Str,Passes_Completed,Passes_Off,Passes_Blocked,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Drib_Tkl,Drib_Chl,Tkl%,Lost,Blocks,Sh_Blocks,Pass_Blocked,Int ,Tkl_Int,Clr,Err,Touches,Def_Pen_Touches,Def_3rd_Touches,Mid_3rd_Touches,Att_3rd_Touches,Att_Pen_Touches,Live_touches,Takeons,Succ_Takeons,Succ_Takeons_%,Takeons_Tkl,Takenone_Tkl_%,Carries,TotDist,PrgDist,PrgC,Final_Third_Carries,Penalty_Carries,MisControls,Disp,Pass_Rec,Pass_Rec_Prg,Yellow_Cards,Red_Cards,2CrdY,Fls,Fld,Off,Crosses,Int,TklW,PKWin,PkCon,OG,Recov,Awon,Alost,Awon_%,Team,Opponenet,Home/Away
Trevoh Chalobah,23,ENG,"RB,CB",25-247,18,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,5,8,62.5,0,2,0,0,0,5,8,62.5,95,21,3,4,75.0,1,3,33.3,1,1,100.0,0,0.0,0.0,0,0,0,0,0,8,5,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,9,1,5,4,0,0,9,0,0,,0,,2,10,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Chelsea,Leicester City,Home
Tyrique George,32,ENG,RW,19-033,18,0,0,0,0,0,0,0,0,8,0,1,0,0.0,0.0,0.1,1,0,3,6,50.0,2,6,1,2,1,3,6,50.0,50,25,1,1,100.0,2,2,100.0,0,2,0.0,0,0.1,0.0,1,0,1,0,2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,8,0,1,2,5,1,8,2,1,50.0,1,50.0,6,43,24,1,0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0.0,Chelsea,Leicester City,Home
Wesley Fofana,29,FRA,RB,24-082,72,0,0,0,0,1,0,0,0,68,0,1,0,0.0,0.0,0.0,3,0,59,62,95.2,5,30,3,2,1,59,62,95.2,929,306,32,32,100.0,24,25,96.0,2,4,50.0,0,0.0,0.0,0,6,0,0,5,62,57,5,2,0,0,0,3,0,0,0,0,59,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,68,3,19,40,10,1,68,2,1,50.0,0,0.0,30,261,125,3,1,0,0,1,53,0,0,0,0,1,1,0,0,1,0,0,0,0,3,2,1,66.7,Chelsea,Leicester City,Home
Bilal El Khannouss,11,MAR,AM,20-303,72,0,0,0,0,1,1,0,0,33,2,0,0,0.0,0.0,0.0,2,0,17,26,65.4,3,19,3,0,0,17,26,65.4,341,91,6,7,85.7,8,12,66.7,3,5,60.0,0,0.0,0.0,0,3,0,0,3,26,23,3,0,0,0,5,0,2,0,2,0,17,0,0,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,0,1,33,0,5,20,10,0,33,0,0,,0,,19,114,55,3,2,0,4,0,19,3,0,0,0,2,1,0,5,0,2,0,0,0,2,0,1,0.0,Leicester City,Chelsea,Away
Bobby De Cordova-Reid,14,JAM,RW,32-035,8,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,4,5,80.0,0,5,0,1,0,4,5,80.0,38,1,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,0,3,5,0,8,1,0,0.0,1,100.0,5,8,2,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Leicester City,Chelsea,Away
Boubakary Soumaré,24,FRA,CM,26-010,65,0,0,0,0,0,0,0,0,35,1,1,1,0.0,0.0,0.0,0,0,25,30,83.3,2,16,1,0,0,25,30,83.3,414,100,13,13,100.0,10,13,76.9,2,2,100.0,0,0.0,0.0,0,2,0,0,2,30,30,0,0,0,0,0,0,0,0,0,0,25,0,2,1,0,1,0,0,0,2,0.0,2,1,1,0,1,2,2,0,35,2,12,23,0,0,35,0,0,,0,,16,98,74,1,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0.0,Leicester City,Chelsea,Away
Conor Coady,4,ENG,CB,32-012,90,0,0,0,0,0,0,0,0,76,2,0,3,0.0,0.0,0.0,0,0,58,64,90.6,3,47,1,0,0,58,64,90.6,1003,495,23,23,100.0,30,30,100.0,4,8,50.0,0,0.0,0.0,0,4,0,0,3,64,60,3,2,0,0,0,0,0,0,0,0,58,1,0,2,2,1,0,1,0,0,,0,3,2,1,0,2,6,0,76,18,43,31,2,0,76,0,0,,0,,47,244,141,1,0,0,0,2,51,0,0,0,0,0,0,1,0,0,2,0,0,0,4,1,0,100.0,Leicester City,Chelsea,Away
Facundo Buonanotte,40,ARG,AM,20-076,18,0,0,0,0,0,0,0,0,13,2,0,1,0.0,0.0,0.0,0,0,8,8,100.0,1,9,0,0,0,8,8,100.0,86,13,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,8,7,1,0,0,0,0,1,0,0,0,0,8,0,0,2,1,1,1,0,1,1,100.0,0,1,0,1,0,2,1,0,13,1,3,6,4,0,13,0,0,,0,,9,56,17,0,2,0,1,1,10,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,,Leicester City,Chelsea,Away
Harry Winks,8,ENG,"CM,DM",29-035,25,0,0,0,0,0,0,0,0,36,0,0,1,0.0,0.0,0.0,1,0,27,31,87.1,5,18,2,1,0,27,31,87.1,367,134,19,20,95.0,8,9,88.9,0,2,0.0,0,0.0,0.0,1,4,0,0,5,31,30,1,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,36,3,10,23,3,0,36,1,0,0.0,1,100.0,18,80,51,2,0,0,1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Leicester City,Chelsea,Away
James Justin,2,ENG,WB,27-014,83,0,0,0,0,0,0,0,0,45,1,0,0,0.0,0.0,0.0,1,0,31,41,75.6,3,20,0,1,1,31,41,75.6,575,172,15,15,100.0,13,17,76.5,3,6,50.0,0,0.0,0.0,1,1,2,1,3,41,28,13,0,0,0,5,13,0,0,0,0,31,0,3,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,45,4,14,15,16,0,45,1,1,100.0,0,0.0,20,59,17,0,0,0,0,0,22,7,0,0,0,0,1,0,5,0,1,0,0,0,2,2,3,40.0,Leicester City,Chelsea,Away
Jamie Vardy,9,ENG,FW,38-057,90,0,0,0,0,1,1,0,0,16,0,0,0,0.0,0.0,0.0,0,0,9,12,75.0,0,13,2,0,0,9,12,75.0,164,14,5,6,83.3,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,12,11,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16,0,1,8,7,2,16,0,0,,0,,13,80,40,2,0,1,2,1,13,7,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0.0,Leicester City,Chelsea,Away
Luke Thomas,33,ENG,"CB,LB",23-272,90,0,0,0,0,0,0,0,0,59,4,1,2,0.0,0.0,0.0,0,0,32,41,78.0,2,28,0,1,0,32,41,78.0,529,132,13,18,72.2,15,15,100.0,3,5,60.0,0,0.0,0.0,0,3,0,0,2,41,38,2,1,0,0,0,1,0,0,0,0,32,1,1,4,3,3,0,1,4,5,80.0,1,2,2,0,1,5,8,1,59,8,28,27,4,0,59,1,0,0.0,1,100.0,28,98,59,0,0,0,1,0,34,1,0,0,0,0,1,0,0,1,3,0,0,0,3,2,2,50.0,Leicester City,Chelsea,Away
Patson Daka,20,ZAM,AM,26-151,83,0,0,0,0,0,0,0,0,27,0,1,1,0.0,0.0,0.0,0,0,15,20,75.0,3,18,1,3,0,15,20,75.0,203,46,13,16,81.3,2,3,66.7,0,0,,0,0.0,0.0,0,2,0,0,3,20,20,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,0,0,27,0,3,19,5,0,27,3,0,0.0,2,66.7,18,59,21,1,0,0,2,0,23,2,0,0,0,2,4,1,0,1,0,0,0,0,1,2,6,25.0,Leicester City,Chelsea,Away
Ricardo Pereira,21,POR,RB,31-154,7,0,0,0,0,1,1,0,0,20,0,0,0,0.0,0.0,0.0,0,0,14,15,93.3,2,11,0,1,0,14,15,93.3,241,28,6,6,100.0,5,5,100.0,2,2,100.0,0,0.0,0.0,0,1,0,0,2,15,14,1,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,20,2,3,10,7,1,20,1,0,0.0,1,100.0,11,50,26,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Leicester City,Chelsea,Away
Stephy Mavididi,10,ENG,LW,26-282,7,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,0,5,0,0,0,6,7,85.7,82,4,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,0,3,0,4,0,7,0,0,,0,,5,33,13,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Leicester City,Chelsea,Away
Victor Bernth Kristiansen,16,DEN,WB,22-083,82,0,0,0,0,0,0,0,0,22,0,2,0,0.0,0.0,0.0,0,0,8,16,50.0,0,12,3,1,1,8,16,50.0,136,18,5,7,71.4,3,5,60.0,0,4,0.0,0,0.0,0.0,0,0,0,0,0,16,13,3,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0,22,2,8,7,8,1,22,1,1,100.0,0,0.0,12,108,74,3,2,0,0,0,12,2,0,0,0,1,0,0,5,2,0,0,1,0,2,1,2,33.3,Leicester City,Chelsea,Away
Wilfred Ndidi,6,NGA,"CM,DM",28-083,90,0,0,0,0,0,0,0,0,70,6,0,0,0.0,0.0,0.0,2,0,42,53,79.2,5,27,2,1,0,42,53,79.2,560,196,23,25,92.0,13,18,72.2,1,4,25.0,0,0.0,0.0,0,4,0,0,5,53,52,1,0,0,1,1,1,0,0,0,0,42,0,0,6,3,4,2,0,2,2,100.0,0,0,0,0,0,6,6,0,70,10,26,35,9,0,70,1,0,0.0,1,100.0,27,165,120,2,2,0,1,0,41,4,0,0,0,2,3,0,1,0,3,0,0,0,8,3,0,100.0,Leicester City,Chelsea,Away
Wout Faes,3,BEL,CB,26-340,90,0,0,0,0,0,0,0,0,55,0,0,2,0.0,0.0,0.0,0,0,40,43,93.0,5,34,3,0,0,40,43,93.0,679,267,20,22,90.9,15,15,100.0,4,5,80.0,0,0.0,0.0,0,2,0,0,5,43,42,1,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,8,0,55,11,28,26,1,0,55,0,0,,0,,34,159,112,3,0,0,1,0,36,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,4,0.0,Leicester City,Chelsea,Away
Brennan Johnson,22,WAL,RW,23-290,45,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,1,0,16,19,84.2,2,15,1,2,0,16,19,84.2,197,45,12,13,92.3,4,4,100.0,0,0,,0,0.0,0.0,0,1,0,0,2,19,19,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,24,1,4,11,9,4,24,2,0,0.0,2,100.0,15,75,38,1,2,2,0,3,20,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,Tottenham,Bournemouth,Home
Cristian Romero,17,ARG,CB,26-316,60,0,0,0,0,1,1,0,0,53,0,0,0,0.0,0.0,0.0,0,0,38,51,74.5,5,29,0,0,0,38,51,74.5,737,433,10,15,66.7,25,28,89.3,3,7,42.9,0,0.0,0.0,0,4,0,0,5,51,44,7,6,0,0,0,1,0,0,0,0,38,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,53,6,24,27,3,2,53,0,0,,0,,29,93,36,0,0,0,0,0,36,0,0,0,0,2,1,0,0,0,0,0,0,0,2,4,1,80.0,Tottenham,Bournemouth,Home
Destiny Udogie,13,ITA,LB,22-101,4,0,0,0,0,0,0,0,0,12,0,1,0,0.0,0.0,0.0,0,0,9,11,81.8,0,4,1,0,0,9,11,81.8,146,55,4,5,80.0,5,5,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,11,6,5,0,0,0,0,5,0,0,0,0,9,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,12,0,5,6,1,0,12,0,0,,0,,4,15,12,1,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,Tottenham,Bournemouth,Home
Djed Spence,24,ENG,"LB,RB",24-212,90,0,0,0,0,0,0,0,0,78,1,2,1,0.0,0.0,0.0,1,0,56,62,90.3,6,46,4,0,0,56,62,90.3,734,255,34,38,89.5,19,20,95.0,1,1,100.0,0,0.0,0.0,0,4,0,0,6,62,48,14,1,0,0,0,13,0,0,0,0,56,0,0,1,1,1,0,0,1,2,50.0,1,1,0,1,2,3,6,0,78,5,26,41,14,1,78,0,0,,0,,46,307,176,4,3,1,4,2,43,2,0,0,0,2,1,0,0,2,1,0,0,0,7,1,2,33.3,Tottenham,Bournemouth,Home
Dominic Solanke,19,ENG,FW,27-176,90,0,0,0,0,2,1,0,0,32,0,0,0,0.1,0.1,0.2,1,0,16,21,76.2,1,22,0,1,0,16,21,76.2,198,38,12,13,92.3,3,4,75.0,1,1,100.0,0,0.2,0.0,1,1,0,0,1,21,21,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,32,1,2,21,9,2,32,1,0,0.0,1,100.0,22,71,4,0,0,0,5,3,26,3,0,0,0,1,1,0,0,0,0,0,0,0,1,3,2,60.0,Tottenham,Bournemouth,Home
James Maddison,10,ENG,LM,28-106,30,0,0,0,0,1,0,1,0,27,1,0,0,0.0,0.0,0.1,4,1,17,23,73.9,4,21,1,2,1,17,23,73.9,309,83,4,6,66.7,11,13,84.6,1,2,50.0,0,0.1,0.1,1,3,1,0,4,23,21,2,0,1,0,0,1,0,0,0,0,17,0,2,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,1,27,0,4,15,8,2,27,2,1,50.0,1,50.0,21,73,26,1,2,1,0,0,20,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,Tottenham,Bournemouth,Home
Kevin Danso,4,AUT,CB,26-171,90,0,0,0,0,1,0,0,0,58,2,0,0,0.2,0.2,0.0,1,1,39,44,88.6,1,29,0,1,1,39,44,88.6,716,255,12,13,92.3,26,28,92.9,1,3,33.3,0,0.0,0.0,0,3,0,0,1,44,44,0,0,0,0,0,0,0,0,0,0,39,0,1,2,2,0,2,0,2,3,66.7,1,0,0,0,0,2,8,0,58,8,31,24,3,2,58,1,1,100.0,0,0.0,29,84,50,0,0,0,2,0,32,0,0,0,0,2,0,0,0,0,2,0,0,0,3,3,2,60.0,Tottenham,Bournemouth,Home
Lucas Bergvall,15,SWE,"CM,RM",19-035,45,0,1,0,0,1,0,0,0,44,1,0,0,0.0,0.0,0.0,1,1,34,38,89.5,3,25,2,3,2,34,38,89.5,556,147,19,19,100.0,14,16,87.5,1,2,50.0,1,0.0,0.0,1,3,0,0,3,38,33,5,4,0,1,1,1,0,0,0,0,34,0,1,1,0,0,1,0,0,2,0.0,2,0,0,0,0,1,1,0,44,2,9,26,10,1,44,3,2,66.7,1,33.3,25,162,100,2,1,0,0,1,25,2,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,,Tottenham,Bournemouth,Home
Micky van de Ven,37,NED,CB,23-324,30,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,18,23,78.3,1,21,0,1,0,18,23,78.3,375,137,3,4,75.0,15,16,93.8,0,3,0.0,0,0.0,0.0,0,0,0,0,1,23,22,1,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,26,6,13,14,0,0,26,1,0,0.0,1,100.0,21,118,58,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Tottenham,Bournemouth,Home
Pape Matar Sarr,29,SEN,"LM,RM",22-176,90,1,0,0,0,2,1,0,0,68,3,2,1,0.1,0.1,0.1,3,0,50,56,89.3,2,42,4,4,1,50,56,89.3,629,117,35,35,100.0,13,15,86.7,1,4,25.0,0,0.1,0.1,3,5,0,0,2,56,53,3,0,0,0,2,3,0,0,0,0,50,0,1,3,3,1,1,1,1,1,100.0,0,1,1,0,2,5,0,0,68,1,10,41,18,2,68,4,1,25.0,3,75.0,42,274,138,4,3,0,1,0,45,2,0,0,0,2,1,0,2,2,3,0,0,0,7,2,2,50.0,Tottenham,Bournemouth,Home
Pedro Porro,23,ESP,RB,25-177,86,0,0,0,0,0,0,0,0,79,2,1,1,0.0,0.0,0.1,3,0,45,69,65.2,0,38,3,2,0,45,69,65.2,806,439,23,27,85.2,18,26,69.2,4,10,40.0,0,0.1,0.2,3,0,1,1,0,69,50,19,5,0,0,9,11,3,1,2,0,45,0,7,2,2,0,2,0,1,1,100.0,0,1,1,0,1,3,1,0,79,5,26,32,21,1,79,2,0,0.0,2,100.0,38,127,49,3,0,1,1,0,41,3,0,0,0,1,1,0,9,1,2,0,0,0,5,0,1,0.0,Tottenham,Bournemouth,Home
Rodrigo Bentancur,30,URU,"RM,CM",27-257,60,0,0,0,0,0,0,1,0,47,0,1,3,0.0,0.0,0.0,3,0,31,38,81.6,3,26,2,0,0,31,38,81.6,473,143,18,19,94.7,12,17,70.6,1,2,50.0,0,0.0,0.0,0,5,1,0,3,38,35,3,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,0.0,1,3,2,1,1,1,0,0,47,2,9,29,10,0,47,0,0,,0,,26,169,75,2,3,0,1,0,33,2,1,0,0,1,1,0,0,1,0,0,0,0,2,1,1,50.0,Tottenham,Bournemouth,Home
Son Heung-min,7,KOR,LW,32-244,45,1,0,1,1,1,0,0,0,23,0,0,0,0.8,0.0,0.0,4,1,13,17,76.5,1,20,1,4,1,13,17,76.5,149,30,8,10,80.0,3,3,100.0,0,0,,0,0.0,0.0,1,0,1,0,1,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,0,5,5,13,3,22,4,1,25.0,2,50.0,20,131,47,1,2,1,0,1,20,4,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0.0,Tottenham,Bournemouth,Home
Wilson Odobert,28,FRA,"RW,LW",20-101,90,0,0,0,0,1,0,0,0,42,0,0,1,0.0,0.0,0.0,1,0,22,30,73.3,2,32,6,2,1,22,30,73.3,339,95,13,14,92.9,7,9,77.8,2,3,66.7,0,0.0,0.1,0,0,3,2,2,30,30,0,0,0,1,4,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,42,0,2,23,17,3,42,2,1,50.0,1,50.0,32,213,108,6,0,4,3,4,34,7,0,0,0,0,1,0,4,0,0,0,0,0,4,0,1,0.0,Tottenham,Bournemouth,Home
Yves Bissouma,8,MLI,CM,28-191,45,0,0,0,0,1,0,1,0,50,2,1,0,0.1,0.1,0.0,0,0,40,43,93.0,1,38,0,0,0,40,43,93.0,594,110,21,23,91.3,16,17,94.1,2,2,100.0,0,0.0,0.0,0,2,0,0,1,43,42,1,1,0,0,0,0,0,0,0,0,40,0,0,2,2,1,1,0,0,1,0.0,1,0,0,0,1,3,1,1,50,1,18,26,6,1,50,0,0,,0,,38,161,61,0,0,0,2,1,42,0,1,0,0,1,2,0,0,1,2,0,0,0,4,0,0,,Tottenham,Bournemouth,Home
Alex Scott,8,ENG,DM,21-200,20,0,0,0,0,1,1,0,0,15,0,0,0,0.1,0.1,0.0,1,0,12,13,92.3,2,10,1,1,0,12,13,92.3,168,43,6,6,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,3,0,0,2,13,10,2,1,0,0,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,15,0,0,13,2,2,15,1,0,0.0,1,100.0,10,67,27,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Bournemouth,Tottenham,Away
Antoine Semenyo,24,GHA,LW,25-061,89,0,0,0,0,2,0,1,0,34,2,0,6,0.1,0.1,0.0,2,0,15,19,78.9,4,19,5,1,0,15,19,78.9,189,47,13,16,81.3,1,1,100.0,1,2,50.0,0,0.0,0.0,1,1,1,0,4,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0,2,1,0,2,0,1,2,50.0,1,6,0,6,0,2,0,0,34,0,5,16,13,3,34,1,0,0.0,1,100.0,19,153,60,5,1,1,3,1,21,3,1,0,0,4,1,2,0,0,1,0,0,0,6,1,3,25.0,Bournemouth,Tottenham,Away
Dango Ouattara,11,BFA,FW,23-026,20,0,0,0,0,1,0,0,0,13,1,0,1,0.0,0.0,0.0,2,0,3,6,50.0,2,8,0,3,2,3,6,50.0,47,24,1,3,33.3,2,3,66.7,0,0,,0,0.0,0.0,0,2,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,13,0,0,5,8,4,13,3,2,66.7,1,33.3,8,52,12,0,0,0,2,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,50.0,Bournemouth,Tottenham,Away
David Brooks,7,WAL,RW,27-244,10,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,0,0,4,5,80.0,33,21,4,5,80.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,7,0,1,4,2,0,7,0,0,,0,,4,36,13,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Bournemouth,Tottenham,Away
Dean Huijsen,2,ESP,CB,19-329,90,0,0,0,0,2,0,1,0,64,2,3,1,0.1,0.1,0.0,0,0,34,40,85.0,1,31,0,0,0,34,40,85.0,750,294,11,11,100.0,15,16,93.8,7,11,63.6,0,0.0,0.0,0,2,1,0,1,40,36,4,1,0,0,0,0,0,0,0,0,34,0,1,2,1,2,0,0,2,3,66.7,1,1,1,0,3,5,16,0,64,18,36,25,3,2,64,0,0,,0,,31,193,42,0,0,0,0,0,32,0,1,0,0,2,2,0,0,3,1,0,0,0,3,1,1,50.0,Bournemouth,Tottenham,Away
Evanilson,9,BRA,FW,25-154,70,1,0,0,0,3,3,0,0,13,1,0,0,0.9,0.9,0.1,2,0,9,10,90.0,1,11,1,0,0,9,10,90.0,120,31,6,7,85.7,0,0,,1,1,100.0,0,0.1,0.0,1,2,0,0,1,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,13,0,2,5,6,5,13,0,0,,0,,11,43,9,1,0,0,0,0,9,2,0,0,0,1,2,0,0,0,1,0,0,0,4,0,2,0.0,Bournemouth,Tottenham,Away
James Hill,23,ENG,CB,23-058,90,0,0,0,0,1,0,0,0,54,3,2,1,0.1,0.1,0.0,0,0,27,36,75.0,2,25,0,0,0,27,36,75.0,597,181,8,9,88.9,15,16,93.8,4,11,36.4,0,0.0,0.0,0,3,0,0,2,36,35,1,0,0,0,0,1,0,0,0,0,27,0,0,3,1,1,2,0,1,1,100.0,0,1,0,1,2,5,8,0,54,4,18,32,4,2,54,0,0,,0,,25,113,16,0,0,0,0,0,31,1,0,0,0,0,0,0,0,2,1,0,0,0,2,5,2,71.4,Bournemouth,Tottenham,Away
Justin Kluivert,19,NED,AM,25-308,90,0,1,0,0,2,1,0,0,34,0,0,2,0.4,0.4,0.6,4,1,17,26,65.4,1,25,1,2,0,17,26,65.4,178,26,12,14,85.7,4,5,80.0,0,2,0.0,1,0.6,0.3,1,0,1,0,1,26,21,5,1,1,1,2,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,34,0,2,14,18,3,34,2,0,0.0,0,0.0,25,92,48,1,1,0,1,2,25,7,0,0,0,3,5,0,2,0,0,0,0,0,1,0,1,0.0,Bournemouth,Tottenham,Away
Lewis Cook,4,ENG,RB,28-034,90,0,0,0,0,0,0,0,0,49,6,2,2,0.0,0.0,0.0,2,0,27,38,71.1,3,20,1,0,0,27,38,71.1,440,232,15,20,75.0,6,9,66.7,4,4,100.0,0,0.0,0.0,0,2,1,1,3,38,35,3,0,0,0,2,3,0,0,0,0,27,0,1,6,4,4,2,0,5,6,83.3,1,2,0,2,2,8,1,0,49,1,18,25,6,0,49,0,0,,0,,20,114,47,1,0,0,2,1,22,2,0,0,0,0,1,0,2,2,4,0,0,0,6,1,0,100.0,Bournemouth,Tottenham,Away
Luis Sinisterra,17,COL,LW,25-265,1,0,0,0,0,0,0,0,0,7,0,1,0,0.0,0.0,0.0,0,0,3,4,75.0,0,7,2,3,1,3,4,75.0,24,8,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,7,0,0,4,3,2,7,3,1,33.3,2,66.7,7,77,53,2,0,2,0,0,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Bournemouth,Tottenham,Away
Marcus Tavernier,16,ENG,RW,25-352,80,1,0,0,0,3,2,1,0,44,4,0,1,0.4,0.4,0.1,8,0,21,30,70.0,7,23,3,2,1,21,30,70.0,400,175,9,10,90.0,6,6,100.0,4,8,50.0,0,0.1,0.2,3,3,3,1,7,30,24,5,0,0,1,6,0,5,4,1,0,21,1,0,4,3,3,1,0,1,2,50.0,1,1,1,0,0,4,0,0,44,2,6,17,23,3,44,2,1,50.0,1,50.0,23,150,95,3,1,0,4,0,23,3,1,0,0,1,1,0,6,0,3,0,0,0,5,2,1,66.7,Bournemouth,Tottenham,Away
